method,n_runs,test_eval_mean_mean,test_eval_mean_std,test_profit_mean_mean,test_profit_mean_std,test_eval_std_mean,worst_week_mean,avg_train_minutes
step4,5,17.803417981567232,0.21150203228833314,1780.3417981567231,21.150203228833558,7.387582711136297,3.044619483934132,36.24332910219828
step5,1,16.152116280089793,0.0,1615.2116280089792,0.0,9.722020239153538,-3.5324512410213513,0.0
