method,seed,selection_split,selection_episode,selection_eval_mean,selection_profit_mean,test_eval_mean,test_eval_std,test_eval_min,test_eval_max,test_profit_mean,test_revenue_mean,test_deg_cost_mean,test_soc_end_mean,test_soc_min_mean,test_frac_discharge,test_frac_charge,test_frac_idle,train_seconds
step4,7,train_full,2600,14.831979584737427,1483.197958473743,17.9766329970408,7.071397796604022,3.666909960566292,32.75889880457472,1797.6632997040804,3954.082078827564,2156.418779123484,66.3866514719319,58.25859402863729,0.09285714285714286,0.03214285714285714,0.875,2072.4309129714966
step4,13,train_full,2800,15.060816022077505,1506.0816022077506,17.517918670144674,7.164281394714248,2.345433228525837,31.43316742330604,1751.7918670144672,4073.387475270181,2321.5956082557145,65.56672930742553,55.340872359078595,0.10560224089635854,0.03501400560224089,0.8593837535014007,2164.6480939388275
step4,29,train_full,2000,15.036842210560748,1503.6842210560744,18.038709258627613,8.10445273667544,2.6430981269118075,37.90605373849548,1803.8709258627612,3892.3623710994902,2088.4914452367284,66.38705813629271,57.90850822777478,0.07738095238095237,0.03543417366946778,0.8871848739495798,2194.968868970871
step4,41,train_full,2000,15.330910534538877,1533.0910534538878,17.898798056340162,7.186922889492068,3.2616243408933725,32.09801675906795,1789.879805634016,4094.6594389704924,2304.7796333364768,67.92560793780044,56.414438056557685,0.09264705882352942,0.033403361344537814,0.8739495798319329,2225.6057069301605
step4,97,train_full,1600,15.273811893845334,1527.3811893845339,17.58503092568292,7.4108587381957065,3.306031762773352,31.65635222056234,1758.503092568291,4056.4276443184935,2297.9245517502013,65.89757916803872,56.5377353323831,0.09782913165266105,0.032352941176470584,0.8698179271708684,2215.3451478481293
step5,,,,,,16.152116280089793,9.722020239153538,-3.5324512410213513,35.59276542651106,1615.2116280089792,4971.274112832525,3356.062484823546,60.931433216374565,50.5452358522784,0.039075630252100826,0.037464985994397744,0.9234593837535015,
